date,roll,color,number
20180101,1,R,5
20180101,2,B,28
20180101,3,B,2
20180101,4,R,34
20180101,5,R,14
20180101,6,G,0
20180101,7,R,5
20180101,8,B,26
20180101,9,B,20
20180101,10,R,7
20180101,11,R,36
20180101,12,B,11
20180101,13,B,29
20180101,14,R,14
20180101,15,B,8
20180101,16,B,2
20180101,17,B,6
20180101,18,R,30
20180101,19,B,15
20180101,20,R,1
20180101,21,G,0
20180101,22,R,7
20180101,23,B,33
20180101,24,R,7
20180101,25,R,32
20180101,26,R,12
20180101,27,G,0
20180101,28,R,18
20180101,29,R,7
20180101,30,R,5
20180101,31,R,19
20180101,32,R,9
20180101,33,R,27
20180101,34,B,24
20180101,35,R,27
20180101,36,B,17
20180101,37,R,9
20180101,38,R,12
20180101,39,B,17
20180101,40,B,17
20180101,41,R,19
20180101,42,R,12
20180101,43,B,11
20180101,44,B,22
20180101,45,B,15
20180101,46,R,16
20180101,47,R,19
20180101,48,B,13
20180101,49,R,16
20180101,50,R,9
20180101,51,B,10
20180101,52,R,25
20180101,53,R,14
20180101,54,R,19
20180101,55,R,36
20180101,56,B,13
20180101,57,B,20
20180101,58,B,8
20180101,59,R,18
20180101,60,B,26
20180101,61,R,14
20180101,62,R,7
20180101,63,R,23
20180101,64,B,17
20180101,65,B,24
20180101,66,R,7
20180101,67,B,2
20180101,68,R,25
20180101,69,R,19
20180101,70,R,5
20180101,71,R,9
20180101,72,R,9
20180101,73,R,34
20180101,74,B,29
20180101,75,B,33
20180101,76,R,30
20180101,77,R,1
20180101,78,R,23
20180101,79,R,32
20180101,80,B,11
20180101,81,B,26
20180101,82,R,14
20180101,83,R,30
20180101,84,R,36
20180101,85,B,11
20180101,86,R,32
20180101,87,R,1
20180101,88,B,15
20180101,89,R,30
20180101,90,R,18
20180101,91,B,35
20180101,92,R,25
20180101,93,B,28
20180101,94,B,2
20180101,95,R,27
20180101,96,B,15
20180101,97,R,1
20180101,98,B,31
20180101,99,R,32
20180101,100,R,36
20180101,101,R,7
20180101,102,B,24
20180101,103,B,28
20180101,104,B,20
20180101,105,R,3
20180101,106,B,28
20180101,107,R,12
20180101,108,R,34
20180101,109,R,7
20180101,110,R,7
20180101,111,B,31
20180101,112,R,32
20180101,113,B,2
20180101,114,R,1
20180101,115,R,5
20180101,116,R,16
20180101,117,B,33
20180101,118,B,6
20180101,119,B,29
20180101,120,R,30
20180101,121,R,27
20180101,122,R,34
20180101,123,B,28
20180101,124,B,31
20180101,125,B,29
20180101,126,B,13
20180101,127,B,6
20180101,128,R,25
20180101,129,B,2
20180101,130,B,8
20180101,131,R,18
20180101,132,R,7
20180101,133,B,29
20180101,134,R,3
20180101,135,R,34
20180101,136,B,35
20180101,137,R,16
20180101,138,R,3
20180101,139,B,20
20180101,140,B,15
20180101,141,R,21
20180101,142,R,1
20180101,143,B,20
20180101,144,B,13
20180101,145,R,21
20180101,146,R,19
20180101,147,R,7
20180101,148,R,5
20180101,149,B,29
20180101,150,B,15
20180101,151,R,1
20180101,152,R,32
20180101,153,B,10
20180101,154,B,2
20180101,155,B,20
20180101,156,R,36
20180101,157,B,29
20180101,158,R,23
20180101,159,R,14
20180101,160,R,16
20180101,161,R,14
20180101,162,R,14
20180101,163,B,15
20180101,164,R,34
20180101,165,R,3
20180101,166,R,9
20180101,167,R,36
20180101,168,R,1
20180101,169,B,20
20180101,170,B,4
20180101,171,B,33
20180101,172,B,24
20180101,173,R,18
20180101,174,B,10
20180101,175,B,29
20180101,176,R,32
20180101,177,B,4
20180101,178,R,12
20180101,179,B,13
20180101,180,R,14
20180101,181,B,11
20180101,182,B,20
20180101,183,B,33
20180101,184,R,1
20180101,185,R,19
20180101,186,B,6
20180101,187,R,19
20180101,188,R,19
20180101,189,R,18
20180101,190,B,31
20180101,191,R,12
20180101,192,R,16
20180101,193,B,8
20180101,194,R,14
20180101,195,B,15
20180101,196,B,28
20180101,197,R,36
20180101,198,R,36
20180101,199,R,16
20180101,200,B,20
20180101,201,R,21
20180101,202,B,28
20180101,203,B,33
20180101,204,B,6
20180101,205,R,16
20180101,206,B,15
20180101,207,B,31
20180101,208,B,22
20180101,209,B,6
20180101,210,B,15
20180101,211,B,22
20180101,212,R,9
20180101,213,B,4
20180101,214,B,22
20180101,215,G,0
20180101,216,R,16
20180101,217,B,8
20180101,218,B,11
20180101,219,R,7
20180101,220,B,15
20180101,221,B,33
20180101,222,B,26
20180101,223,R,25
20180101,224,R,7
20180101,225,R,23
20180101,226,B,2
20180101,227,B,33
20180101,228,B,24
20180101,229,B,31
20180101,230,R,16
20180101,231,R,12
20180101,232,B,31
20180101,233,B,22
20180101,234,B,26
20180101,235,R,14
20180101,236,R,23
20180101,237,R,1
20180101,238,R,36
20180101,239,B,8
20180101,240,R,34
20180101,241,R,18
20180101,242,R,14
20180101,243,R,1
20180101,244,R,1
20180101,245,R,34
20180101,246,R,21
20180101,247,B,6
20180101,248,B,17
20180101,249,B,4
20180101,250,B,24
20180101,251,B,6
20180101,252,B,24
20180101,253,R,36
20180101,254,B,10
20180101,255,B,15
20180101,256,B,28
20180101,257,R,25
20180101,258,R,27
20180101,259,B,4
20180201,260,R,5
20180201,261,B,6
20180201,262,R,12
20180201,263,B,24
20180201,264,B,29
20180201,265,R,21
20180201,266,R,36
20180201,267,B,4
20180201,268,R,21
20180201,269,B,22
20180201,270,R,7
20180201,271,B,11
20180201,272,B,35
20180201,273,R,21
20180201,274,B,8
20180201,275,B,24
20180201,276,B,11
20180201,277,B,22
20180201,278,B,26
20180201,279,R,14
20180201,280,R,34
20180201,281,B,6
20180201,282,R,34
20180201,283,R,36
20180201,284,R,12
20180201,285,B,28
20180201,286,B,15
20180201,287,R,27
20180201,288,B,28
20180201,289,R,27
20180201,290,B,17
20180201,291,R,25
20180201,292,B,15
20180201,293,R,14
20180201,294,R,30
20180201,295,B,8
20180201,296,B,17
20180201,297,R,19
20180201,298,B,20
20180201,299,G,0
20180201,300,B,4
20180201,301,R,7
20180201,302,B,8
20180201,303,R,27
20180201,304,R,14
20180201,305,B,22
20180201,306,R,3
20180201,307,R,30
20180201,308,R,25
20180201,309,R,27
20180201,310,R,34
20180201,311,R,27
20180201,312,R,1
20180201,313,B,17
20180201,314,B,17
20180201,315,R,14
20180201,316,R,7
20180201,317,B,4
20180201,318,R,14
20180201,319,R,9
20180201,320,B,24
20180201,321,R,16
20180201,322,R,14
20180201,323,B,31
20180201,324,R,14
20180201,325,R,3
20180201,326,R,32
20180201,327,B,29
20180201,328,B,28
20180201,329,B,6
20180201,330,B,17
20180201,331,R,16
20180201,332,B,35
20180201,333,B,11
20180201,334,R,7
20180201,335,B,24
20180201,336,B,22
20180201,337,R,36
20180201,338,R,25
20180201,339,B,24
20180201,340,B,28
20180201,341,R,23
20180201,342,B,20
20180201,343,R,9
20180201,344,B,24
20180201,345,B,29
20180201,346,R,16
20180201,347,R,21
20180201,348,R,21
20180201,349,R,9
20180201,350,B,28
20180201,351,R,23
20180201,352,B,31
20180201,353,G,0
20180201,354,R,34
20180201,355,B,20
20180201,356,R,23
20180201,357,R,30
20180201,358,R,18
20180201,359,B,33
20180201,360,R,16
20180201,361,R,1
20180201,362,R,16
20180201,363,B,31
20180201,364,G,0
20180201,365,R,12
20180201,366,B,33
20180201,367,R,16
20180201,368,R,36
20180201,369,R,32
20180201,370,R,21
20180201,371,B,24
20180201,372,R,7
20180201,373,B,28
20180201,374,B,11
20180201,375,B,11
20180201,376,R,21
20180201,377,B,8
20180201,378,B,29
20180201,379,R,30
20180201,380,B,4
20180201,381,R,9
20180201,382,R,12
20180201,383,B,22
20180201,384,B,24
20180201,385,B,8
20180201,386,B,4
20180201,387,R,30
20180201,388,B,24
20180201,389,R,7
20180201,390,R,14
20180201,391,R,34
20180201,392,R,34
20180201,393,R,7
20180201,394,G,0
20180201,395,R,18
20180201,396,R,21
20180201,397,B,28
20180201,398,R,18
20180201,399,R,23
20180201,400,B,2
20180201,401,B,4
20180201,402,B,4
20180201,403,R,1
20180201,404,R,14
20180201,405,R,3
20180201,406,B,26
20180201,407,B,10
20180201,408,R,23
20180201,409,B,8
20180201,410,B,22
20180201,411,R,18
20180201,412,B,33
20180201,413,R,3
20180201,414,B,11
20180201,415,B,2
20180201,416,R,7
20180201,417,R,7
20180201,418,R,30
20180201,419,B,22
20180201,420,B,20
20180201,421,R,3
20180201,422,R,21
20180201,423,R,12
20180201,424,R,16
20180201,425,B,26
20180201,426,B,29
20180201,427,R,21
20180201,428,R,14
20180201,429,R,27
20180201,430,B,28
20180201,431,B,31
20180201,432,B,15
20180201,433,R,16
20180201,434,B,20
20180201,435,B,10
20180201,436,G,0
20180201,437,B,6
20180201,438,B,4
20180201,439,R,16
20180201,440,R,16
20180201,441,R,7
20180301,442,R,18
20180301,443,B,26
20180301,444,B,2
20180301,445,R,12
20180301,446,R,3
20180301,447,B,11
20180301,448,B,10
20180301,449,R,7
20180301,450,R,18
20180301,451,B,15
20180301,452,B,2
20180301,453,B,26
20180301,454,R,21
20180301,455,R,16
20180301,456,R,1
20180301,457,R,23
20180301,458,R,23
20180301,459,B,4
20180301,460,R,9
20180301,461,B,28
20180301,462,B,4
20180301,463,B,33
20180301,464,B,22
20180301,465,B,26
20180301,466,B,29
20180301,467,R,30
20180301,468,R,36
20180301,469,B,4
20180301,470,R,19
20180301,471,R,32
20180301,472,R,1
20180301,473,B,6
20180301,474,B,31
20180301,475,B,15
20180301,476,R,21
20180301,477,R,19
20180301,478,B,33
20180301,479,R,18
20180301,480,B,10
20180301,481,B,10
20180301,482,B,6
20180301,483,R,30
20180301,484,R,5
20180301,485,B,24
20180301,486,B,24
20180301,487,B,22
20180301,488,R,7
20180301,489,B,10
20180301,490,R,3
20180301,491,B,24
20180301,492,R,5
20180301,493,B,2
20180301,494,R,12
20180301,495,R,9
20180301,496,B,31
20180301,497,B,29
20180301,498,B,35
20180301,499,B,6
20180301,500,B,28
20180301,501,R,32
20180301,502,B,24
20180301,503,B,17
20180301,504,R,16
20180301,505,B,29
20180301,506,B,22
20180301,507,B,10
20180301,508,R,3
20180301,509,R,27
20180301,510,B,13
20180301,511,B,17
20180301,512,R,1
20180301,513,R,27
20180301,514,B,10
20180301,515,B,2
20180301,516,R,23
20180301,517,B,28
20180301,518,R,1
20180301,519,R,1
20180301,520,B,6
20180301,521,R,21
20180301,522,B,13
20180301,523,R,3
20180301,524,B,11
20180301,525,R,9
20180301,526,R,23
20180301,527,R,3
20180301,528,R,5
20180301,529,R,27
20180301,530,R,23
20180301,531,B,17
20180301,532,R,3
20180301,533,B,8
20180301,534,B,4
20180301,535,B,10
20180301,536,B,29
20180301,537,R,16
20180301,538,R,32
20180301,539,B,26
20180301,540,B,10
20180301,541,B,6
20180301,542,B,15
20180301,543,R,36
20180301,544,R,12
20180301,545,R,32
20180301,546,B,8
20180301,547,R,12
20180301,548,R,1
20180301,549,B,11
20180301,550,R,9
20180301,551,R,27
20180301,552,B,22
20180301,553,R,18
20180301,554,R,12
20180301,555,R,32
20180301,556,B,33
20180301,557,B,10
20180301,558,B,4
20180301,559,B,13
20180301,560,B,31
20180301,561,B,17
20180301,562,B,11
20180301,563,R,5
20180301,564,B,20
20180301,565,B,24
20180301,566,B,24
20180301,567,R,34
20180301,568,B,6
20180301,569,R,3
20180301,570,B,4
20180301,571,R,9
20180301,572,B,35
20180301,573,R,30
20180301,574,B,4
20180301,575,B,4
20180301,576,B,35
20180301,577,R,25
20180301,578,B,8
20180301,579,B,24
20180301,580,B,4
20180301,581,B,11
20180301,582,B,20
20180301,583,R,27
20180301,584,R,16
20180301,585,B,4
20180301,586,B,29
20180301,587,B,35
20180301,588,B,10
20180301,589,R,18
20180301,590,B,20
20180301,591,R,21
20180301,592,R,25
20180301,593,B,15
20180301,594,B,2
20180301,595,R,7
20180301,596,R,3
20180301,597,B,24
20180301,598,R,25
20180301,599,B,6
20180301,600,B,33
20180301,601,B,8
20180301,602,R,32
20180301,603,R,27
20180301,604,G,0
20180301,605,B,31
20180301,606,B,35
20180301,607,R,21
20180301,608,R,32
20180301,609,R,14
20180301,610,B,17
20180301,611,R,25
20180301,612,B,35
20180301,613,B,17
20180301,614,B,31
20180301,615,R,19
20180301,616,B,13
20180301,617,B,8
20180301,618,R,14
20180301,619,B,8
20180301,620,R,7
20180301,621,R,18
20180301,622,R,9
20180301,623,R,16
20180301,624,R,32
20180301,625,B,17
20180301,626,B,15
20180301,627,R,3
20180301,628,R,19
20180301,629,B,4
20180301,630,B,31
20180301,631,B,17
20180301,632,B,4
20180301,633,B,6
20180301,634,B,33
20180301,635,R,36
20180301,636,R,3
20180301,637,R,16
20180301,638,B,35
20180301,639,R,12
20180301,640,B,11
20180301,641,B,13
20180301,642,B,17
20180301,643,B,35
20180301,644,R,18
20180301,645,B,20
20180301,646,B,4
20180301,647,B,33
20180301,648,R,18
20180301,649,R,25
20180301,650,R,9
20180301,651,B,6
20180301,652,R,34
20180301,653,B,31
20180301,654,B,17
20180301,655,B,24
20180301,656,R,32
20180301,657,R,1
20180301,658,R,5
20180301,659,R,36
20180301,660,B,33
20180301,661,B,20
20180301,662,B,17
20180301,663,B,11
20180301,664,B,8
20180301,665,R,27
20180301,666,B,6
20180301,667,B,6
20180301,668,R,16
20180301,669,B,35
20180301,670,B,35
20180301,671,G,0
20180301,672,R,30
20180301,673,B,4
20180301,674,R,32
20180301,675,R,7
20180301,676,R,14
20180301,677,R,34
20180301,678,B,17
20180301,679,R,1
20180301,680,G,0
20180401,681,B,2
20180401,682,B,20
20180401,683,B,20
20180401,684,B,4
20180401,685,B,2
20180401,686,B,2
20180401,687,R,34
20180401,688,B,35
20180401,689,R,36
20180401,690,B,29
20180401,691,B,20
20180401,692,B,28
20180401,693,B,10
20180401,694,R,5
20180401,695,B,11
20180401,696,R,14
20180401,697,B,29
20180401,698,R,5
20180401,699,B,8
20180401,700,R,14
20180401,701,R,9
20180401,702,B,22
20180401,703,R,27
20180401,704,R,9
20180401,705,R,18
20180401,706,B,26
20180401,707,R,1
20180401,708,R,30
20180401,709,R,1
20180401,710,R,25
20180401,711,R,16
20180401,712,R,36
20180401,713,R,5
20180401,714,B,2
20180401,715,R,21
20180401,716,R,12
20180401,717,R,25
20180401,718,B,35
20180401,719,B,26
20180401,720,B,28
20180401,721,R,3
20180401,722,R,23
20180401,723,R,34
20180401,724,R,27
20180401,725,B,26
20180401,726,B,33
20180401,727,R,9
20180401,728,B,24
20180401,729,B,2
20180401,730,B,24
20180401,731,R,7
20180401,732,R,36
20180401,733,B,29
20180401,734,R,27
20180401,735,R,7
20180401,736,B,20
20180401,737,R,18
20180401,738,G,0
20180401,739,B,24
20180401,740,R,30
20180401,741,B,2
20180401,742,B,20
20180401,743,R,7
20180401,744,R,36
20180401,745,B,4
20180401,746,B,33
20180401,747,R,18
20180401,748,B,28
20180401,749,B,28
20180401,750,B,26
20180401,751,B,11
20180401,752,R,27
20180401,753,R,36
20180401,754,R,16
20180401,755,R,14
20180401,756,B,8
20180401,757,G,0
20180401,758,R,27
20180401,759,R,19
20180401,760,R,30
20180401,761,R,19
20180401,762,B,20
20180401,763,B,11
20180401,764,B,20
20180401,765,B,29
20180401,766,R,32
20180401,767,R,21
20180401,768,B,35
20180401,769,R,9
20180401,770,B,15
20180401,771,B,15
20180401,772,R,36
20180401,773,R,9
20180401,774,B,13
20180401,775,R,16
20180401,776,B,20
20180401,777,B,20
20180401,778,B,8
20180401,779,B,22
20180401,780,B,2
20180401,781,R,14
20180401,782,B,26
20180401,783,R,18
20180401,784,B,28
20180401,785,B,28
20180401,786,G,0
20180401,787,B,2
20180401,788,R,16
20180401,789,B,10
20180401,790,B,31
20180401,791,B,20
20180401,792,B,22
20180401,793,R,21
20180401,794,B,31
20180401,795,R,32
20180401,796,B,28
20180401,797,B,6
20180401,798,R,9
20180401,799,R,5
20180401,800,R,30
20180401,801,R,16
20180401,802,R,16
20180401,803,R,16
20180401,804,B,15
20180401,805,B,4
20180401,806,B,4
20180401,807,B,33
20180401,808,R,7
20180401,809,B,29
20180401,810,B,2
20180401,811,B,33
20180401,812,R,9
20180401,813,R,30
20180401,814,B,17
20180401,815,B,29
20180401,816,R,9
20180401,817,B,8
20180401,818,R,12
20180401,819,B,15
20180401,820,R,30
20180401,821,B,2
20180401,822,R,34
20180401,823,R,18
20180401,824,R,27
20180401,825,R,36
20180401,826,R,19
20180401,827,B,2
20180401,828,B,2
20180401,829,R,16
20180401,830,B,24
20180401,831,R,14
20180401,832,B,8
20180401,833,R,14
20180401,834,B,13
20180401,835,B,4
20180401,836,G,0
20180401,837,B,28
20180401,838,B,4
20180401,839,R,27
20180401,840,B,8
20180401,841,B,20
20180401,842,R,27
20180401,843,R,3
20180401,844,R,30
20180401,845,B,8
20180401,846,R,27
20180401,847,B,26
20180401,848,G,0
20180401,849,B,26
20180401,850,B,2
20180401,851,B,2
20180401,852,B,26
20180401,853,B,28
20180401,854,R,3
20180401,855,R,34
20180401,856,R,9
20180401,857,B,33
20180401,858,R,23
20180401,859,R,34
20180401,860,B,4
20180401,861,R,25
20180401,862,B,29
20180401,863,B,11
20180401,864,R,32
20180401,865,B,20
20180401,866,R,14
20180401,867,R,30
20180401,868,R,16
20180401,869,B,8
20180401,870,B,6
20180401,871,B,17
20180401,872,B,4
20180401,873,R,32
20180401,874,B,29
20180401,875,R,36
20180401,876,B,29
20180401,877,R,23
20180401,878,R,36
20180401,879,R,12
20180401,880,R,18
20180401,881,B,8
20180401,882,B,26
20180401,883,B,15
20180401,884,B,6
20180401,885,R,32
20180401,886,B,10
20180401,887,R,18
20180401,888,R,34
20180401,889,B,31
20180401,890,R,19
20180401,891,B,20
20180401,892,R,14
20180401,893,B,17
20180401,894,B,4
20180401,895,B,2
20180401,896,B,22
20180401,897,R,21
20180401,898,B,24
20180401,899,R,19
20180401,900,B,4
20180401,901,R,7
20180401,902,B,24
20180401,903,R,19
20180401,904,B,31
20180401,905,B,26
20180401,906,R,32
20180401,907,R,36
20180401,908,R,5
20180401,909,R,5
20180401,910,R,27
20180401,911,B,22
20180401,912,R,19
20180401,913,R,27
20180401,914,B,20
20180501,915,R,25
20180501,916,B,29
20180501,917,R,30
20180501,918,B,33
20180501,919,B,29
20180501,920,B,13
20180501,921,R,21
20180501,922,R,34
20180501,923,R,23
20180501,924,R,14
20180501,925,B,6
20180501,926,B,33
20180501,927,R,36
20180501,928,B,11
20180501,929,B,13
20180501,930,R,30
20180501,931,R,5
20180501,932,R,18
20180501,933,B,15
20180501,934,G,0
20180501,935,B,22
20180501,936,B,11
20180501,937,B,11
20180501,938,B,33
20180501,939,R,12
20180501,940,R,32
20180501,941,B,10
20180501,942,R,18
20180501,943,R,7
20180501,944,B,24
20180501,945,B,24
20180501,946,R,25
20180501,947,B,31
20180501,948,B,2
20180501,949,B,22
20180501,950,B,31
20180501,951,R,14
20180501,952,B,6
20180501,953,R,5
20180501,954,R,34
20180501,955,B,28
20180501,956,R,9
20180501,957,B,4
20180501,958,R,14
20180501,959,R,25
20180501,960,B,22
20180501,961,R,3
20180501,962,R,16
20180501,963,B,15
20180501,964,B,26
20180501,965,R,12
20180501,966,R,5
20180501,967,R,27
20180501,968,R,7
20180501,969,R,27
20180501,970,B,2
20180501,971,G,0
20180501,972,B,2
20180501,973,R,12
20180501,974,R,19
20180501,975,B,29
20180501,976,R,9
20180501,977,R,12
20180501,978,R,32
20180501,979,R,34
20180501,980,B,8
20180501,981,R,23
20180501,982,B,24
20180501,983,R,5
20180501,984,R,30
20180501,985,B,29
20180501,986,R,12
20180501,987,B,10
20180501,988,B,4
20180501,989,B,26
20180501,990,R,19
20180501,991,R,5
20180501,992,B,33
20180501,993,R,18
20180501,994,B,29
20180501,995,B,35
20180501,996,B,4
20180501,997,B,28
20180501,998,B,26
20180501,999,B,31
20180501,1000,R,36
20180501,1001,B,4
20180501,1002,R,12
20180501,1003,R,12
20180501,1004,B,35
20180501,1005,B,28
20180501,1006,R,9
20180501,1007,R,34
20180501,1008,G,0
20180501,1009,R,32
20180501,1010,R,5
20180501,1011,B,29
20180501,1012,B,10
20180501,1013,B,17
20180501,1014,B,28
20180501,1015,B,15
20180501,1016,R,36
20180501,1017,B,22
20180501,1018,R,34
20180501,1019,B,28
20180501,1020,B,35
20180501,1021,B,35
20180501,1022,R,36
20180501,1023,R,3
20180501,1024,B,28
20180501,1025,R,1
20180501,1026,B,2
20180501,1027,B,10
20180501,1028,B,4
20180501,1029,R,27
20180501,1030,B,33
20180501,1031,B,29
20180501,1032,R,18
20180501,1033,R,25
20180501,1034,B,17
20180501,1035,B,11
20180501,1036,B,8
20180501,1037,R,32
20180501,1038,R,32
20180501,1039,R,21
20180501,1040,G,0
20180501,1041,R,25
20180501,1042,R,30
20180501,1043,B,13
20180501,1044,R,5
20180501,1045,R,23
20180501,1046,R,32
20180501,1047,R,23
20180501,1048,B,22
20180501,1049,R,34
20180501,1050,B,28
20180501,1051,B,20
20180501,1052,G,0
20180501,1053,B,31
20180501,1054,B,26
20180501,1055,B,6
20180501,1056,R,9
20180501,1057,R,34
20180501,1058,B,33
20180501,1059,B,26
20180501,1060,B,29
20180501,1061,R,34
20180501,1062,R,18
20180501,1063,R,25
20180501,1064,B,15
20180501,1065,B,8
20180501,1066,B,17
20180501,1067,B,22
20180501,1068,R,3
20180501,1069,B,15
20180501,1070,R,23
20180501,1071,B,33
20180501,1072,R,14
20180501,1073,B,13
20180501,1074,B,4
20180501,1075,B,31
20180501,1076,R,27
20180501,1077,B,17
20180501,1078,R,25
20180501,1079,B,31
20180501,1080,B,35
20180501,1081,R,5
20180501,1082,B,26
20180501,1083,B,15
20180501,1084,R,30
20180501,1085,R,30
20180501,1086,B,31
20180501,1087,R,7
20180501,1088,B,26
20180501,1089,R,19
20180501,1090,R,1
20180501,1091,R,7
20180501,1092,R,19
20180501,1093,B,11
20180501,1094,R,30
20180501,1095,R,18
20180501,1096,R,1
20180501,1097,B,31
20180501,1098,B,28
20180501,1099,R,32
20180501,1100,B,22
20180501,1101,B,28
20180501,1102,R,19
20180501,1103,R,27
20180501,1104,R,32
20180501,1105,B,4
20180501,1106,B,33
20180501,1107,G,0
20180501,1108,B,11
20180501,1109,R,5
20180501,1110,R,19
20180501,1111,B,2
20180501,1112,R,1
20180501,1113,B,29
20180501,1114,R,25
20180501,1115,B,4
20180501,1116,B,26
20180501,1117,B,35
20180501,1118,R,3
20180501,1119,B,35
20180501,1120,B,13
20180501,1121,B,33
20180501,1122,R,19
20180501,1123,B,24
20180501,1124,R,18
20180501,1125,R,30
20180501,1126,R,27
20180501,1127,B,15
20180601,1128,R,1
20180601,1129,B,20
20180601,1130,G,0
20180601,1131,B,28
20180601,1132,B,28
20180601,1133,B,26
20180601,1134,R,14
20180601,1135,B,15
20180601,1136,R,7
20180601,1137,R,23
20180601,1138,B,15
20180601,1139,R,36
20180601,1140,B,13
20180601,1141,R,27
20180601,1142,R,32
20180601,1143,R,3
20180601,1144,R,5
20180601,1145,G,0
20180601,1146,R,16
20180601,1147,R,19
20180601,1148,R,16
20180601,1149,B,15
20180601,1150,R,14
20180601,1151,B,8
20180601,1152,B,35
20180601,1153,R,9
20180601,1154,B,4
20180601,1155,R,25
20180601,1156,R,9
20180601,1157,B,6
20180601,1158,B,4
20180601,1159,R,1
20180601,1160,B,24
20180601,1161,B,35
20180601,1162,B,35
20180601,1163,B,4
20180601,1164,B,26
20180601,1165,G,0
20180601,1166,B,35
20180601,1167,B,22
20180601,1168,B,15
20180601,1169,B,8
20180601,1170,B,13
20180601,1171,R,7
20180601,1172,B,33
20180601,1173,B,29
20180601,1174,R,5
20180601,1175,B,15
20180601,1176,B,26
20180601,1177,R,18
20180601,1178,B,22
20180601,1179,B,11
20180601,1180,B,2
20180601,1181,R,14
20180601,1182,B,33
20180601,1183,R,36
20180601,1184,B,13
20180601,1185,R,36
20180601,1186,R,21
20180601,1187,R,30
20180601,1188,R,12
20180601,1189,B,35
20180601,1190,B,11
20180601,1191,R,30
20180601,1192,B,11
20180601,1193,R,5
20180601,1194,R,5
20180601,1195,B,33
20180601,1196,B,26
20180601,1197,B,28
20180601,1198,B,26
20180601,1199,R,14
20180601,1200,B,29
20180601,1201,R,9
20180601,1202,B,22
20180601,1203,B,26
20180601,1204,B,31
20180601,1205,R,32
20180601,1206,R,3
20180601,1207,R,23
20180601,1208,B,17
20180601,1209,R,7
20180601,1210,B,10
20180601,1211,R,9
20180601,1212,B,2
20180601,1213,B,28
20180601,1214,B,35
20180601,1215,B,28
20180601,1216,B,6
20180601,1217,R,36
20180601,1218,B,31
20180601,1219,B,2
20180601,1220,B,22
20180601,1221,B,15
20180601,1222,B,24
20180601,1223,R,30
20180601,1224,R,36
20180601,1225,R,21
20180601,1226,B,13
20180601,1227,B,29
20180601,1228,B,11
20180601,1229,B,2
20180601,1230,B,10
20180601,1231,R,12
20180601,1232,R,9
20180601,1233,R,23
20180601,1234,G,0
20180601,1235,B,15
20180601,1236,R,1
20180601,1237,R,3
20180601,1238,R,3
20180601,1239,B,15
20180601,1240,R,34
20180601,1241,B,33
20180601,1242,B,29
20180601,1243,R,36
20180601,1244,B,35
20180601,1245,R,5
20180601,1246,B,15
20180601,1247,B,22
20180601,1248,B,17
20180601,1249,R,34
20180601,1250,B,11
20180601,1251,B,13
20180601,1252,R,19
20180601,1253,R,3
20180601,1254,R,9
20180601,1255,R,19
20180601,1256,B,33
20180601,1257,B,20
20180601,1258,B,31
20180601,1259,R,7
20180601,1260,R,32
20180601,1261,R,1
20180601,1262,R,18
20180601,1263,R,1
20180601,1264,B,8
20180601,1265,B,10
20180601,1266,R,18
20180601,1267,B,33
20180601,1268,R,25
20180601,1269,B,15
20180601,1270,G,0
20180601,1271,R,34
20180601,1272,R,36
20180601,1273,R,9
20180601,1274,R,1
20180601,1275,R,12
20180601,1276,B,2
20180601,1277,B,35
20180601,1278,R,19
20180601,1279,B,35
20180601,1280,B,28
20180601,1281,R,25
20180601,1282,R,36
20180601,1283,B,24
20180601,1284,B,4
20180601,1285,R,23
20180601,1286,R,32
20180601,1287,R,9
20180601,1288,B,24
20180601,1289,B,17
20180601,1290,B,6
20180601,1291,B,29
20180601,1292,B,6
20180601,1293,B,8
20180601,1294,B,17
20180601,1295,R,32
20180601,1296,B,2
20180601,1297,B,2
20180601,1298,B,35
20180601,1299,R,21
20180601,1300,B,26
20180601,1301,B,11
20180601,1302,R,3
20180601,1303,R,14
20180601,1304,R,3
20180601,1305,B,6
20180601,1306,R,7
20180601,1307,B,11
20180601,1308,B,8
20180601,1309,R,9
20180601,1310,R,5
20180601,1311,R,9
20180601,1312,B,15
20180601,1313,R,19
20180601,1314,B,22
20180601,1315,R,25
20180601,1316,R,9
20180601,1317,B,2
20180601,1318,B,24
20180601,1319,B,24
20180601,1320,R,16
20180601,1321,R,27
20180601,1322,B,20
20180601,1323,R,7
20180601,1324,B,28
20180601,1325,R,5
20180601,1326,B,13
20180601,1327,B,28
20180601,1328,B,8
20180701,1329,B,31
20180701,1330,B,24
20180701,1331,B,35
20180701,1332,B,13
20180701,1333,R,3
20180701,1334,B,33
20180701,1335,B,26
20180701,1336,B,24
20180701,1337,B,28
20180701,1338,R,14
20180701,1339,R,16
20180701,1340,R,16
20180701,1341,R,21
20180701,1342,B,11
20180701,1343,R,19
20180701,1344,R,16
20180701,1345,R,12
20180701,1346,R,18
20180701,1347,R,23
20180701,1348,B,24
20180701,1349,R,9
20180701,1350,B,20
20180701,1351,B,13
20180701,1352,B,22
20180701,1353,R,32
20180701,1354,R,32
20180701,1355,R,25
20180701,1356,R,32
20180701,1357,R,25
20180701,1358,G,0
20180701,1359,B,33
20180701,1360,R,19
20180701,1361,B,10
20180701,1362,B,29
